City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Kedrovyy,RU,56.1667,91.8167,37.81,40,9,3.53,clear sky
467,Beringovskiy,RU,63.05,179.3167,37.09,80,100,4.47,overcast clouds
468,Verkhoyansk,RU,67.5447,133.385,20.91,66,100,4.81,overcast clouds
469,Westport,US,41.1415,-73.3579,80.62,84,100,12.66,overcast clouds
470,Mabopane,ZA,-25.4977,28.1007,65.66,40,39,4.41,scattered clouds
471,Fort Nelson,CA,58.8053,-122.7002,49.59,66,75,6.91,broken clouds
472,Basco,PH,20.4487,121.9702,83.62,77,95,11.79,overcast clouds
473,Tabas,IR,33.5959,56.9244,77.22,31,0,11.5,clear sky
474,General Pico,AR,-35.6566,-63.7568,67.8,20,0,10.27,clear sky
475,Lorengau,PG,-2.0226,147.2712,81.12,72,39,7.56,scattered clouds
476,Kitros,GR,40.3756,22.5783,68.77,89,100,7.0,overcast clouds
477,Teguldet,RU,57.3064,88.1667,50.52,44,0,5.41,clear sky
478,Oakland,US,42.6667,-83.3999,86.18,45,20,10.36,few clouds
479,Barzas,RU,55.7167,86.3167,54.01,38,73,4.7,broken clouds
480,The Valley,AI,18.217,-63.0578,82.54,78,20,16.11,few clouds
481,Vila Franca Do Campo,PT,37.7167,-25.4333,63.01,88,100,8.19,light rain
482,Evanston,US,42.0411,-87.6901,92.35,34,20,12.66,few clouds
483,Fairbanks,US,64.8378,-147.7164,44.22,79,75,6.91,broken clouds
484,Islamkot,PK,24.6997,70.177,84.09,62,3,16.17,clear sky
485,Svetlaya,RU,46.5389,138.3297,43.9,96,100,8.59,light rain
486,Nioro,GM,13.35,-15.75,87.6,40,97,11.88,overcast clouds
487,Coffs Harbour,AU,-30.3,153.1333,69.76,88,75,5.75,broken clouds
488,Hailar,CN,49.2,119.7,36.1,59,61,7.11,broken clouds
489,Olot,ES,42.181,2.4901,66.6,10,25,4.0,scattered clouds
490,Farafangana,MG,-22.8167,47.8333,71.51,74,89,2.37,overcast clouds
491,Richards Bay,ZA,-28.783,32.0377,66.85,89,33,4.7,scattered clouds
492,Turayf,SA,31.6725,38.6637,73.65,27,0,9.22,clear sky
493,Belozerskoye,RU,55.8214,65.5842,50.09,75,100,9.28,overcast clouds
494,Naze,JP,28.3667,129.4833,70.72,93,100,9.42,overcast clouds
495,Ambatondrazaka,MG,-17.8333,48.4167,60.44,95,61,3.33,broken clouds
496,Mungwi,ZM,-10.1732,31.3694,57.18,80,47,3.58,scattered clouds
497,Padang,ID,-0.9492,100.3543,76.78,82,85,3.89,overcast clouds
498,Yasenskaya,RU,46.3592,38.269,58.12,70,33,18.19,scattered clouds
499,San Javier,ES,37.8063,-0.8374,71.47,81,0,5.75,clear sky
500,Chinsali,ZM,-10.5414,32.0816,58.01,77,7,5.14,clear sky
501,Raudeberg,NO,61.9875,5.1352,41.86,94,100,10.25,overcast clouds
502,Penzance,GB,50.1186,-5.5371,56.08,85,80,11.77,broken clouds
503,Esmeraldas,BR,-19.7625,-44.3139,84.31,51,99,5.61,overcast clouds
504,Kampong Thum,KH,12.7111,104.8887,80.35,84,100,4.05,overcast clouds
505,Isiro,CD,2.7739,27.616,68.18,97,95,2.04,overcast clouds
506,Cariamanga,EC,-4.3333,-79.55,63.73,67,76,2.06,broken clouds
507,Vilyuysk,RU,63.7553,121.6247,25.18,86,36,10.56,scattered clouds
508,Ponta Do Sol,PT,32.6667,-17.1,70.0,81,18,3.76,few clouds
509,North Platte,US,41.1239,-100.7654,75.09,21,0,17.0,clear sky
510,Clyde River,CA,70.4692,-68.5914,25.03,80,20,24.16,few clouds
511,Nata,PA,8.3333,-80.5167,84.07,65,100,4.34,overcast clouds
512,Lagos,NG,6.5833,3.75,84.52,84,100,4.59,overcast clouds
513,Diu,IN,20.7141,70.9822,82.98,78,7,13.78,clear sky
514,Yingcheng,CN,30.95,113.55,58.23,70,65,8.28,broken clouds
515,Dayong,CN,25.0209,118.2898,68.81,97,100,3.24,overcast clouds
516,Catumbela,AO,-12.4314,13.5472,74.26,88,5,3.78,clear sky
517,Texarkana,US,33.4251,-94.0477,91.9,48,0,9.22,clear sky
518,Anito,PH,12.4497,125.2886,77.23,92,100,5.06,overcast clouds
519,Kyra,RU,49.5776,111.9753,36.75,64,13,5.7,few clouds
520,Paita,PE,-5.0892,-81.1144,69.94,77,67,17.05,broken clouds
521,Vysokogornyy,RU,50.1167,139.15,37.2,89,100,1.36,overcast clouds
522,Gigmoto,PH,13.7796,124.39,80.08,87,100,10.11,overcast clouds
523,Eidfjord,NO,60.4675,7.0719,43.68,99,100,3.0,overcast clouds
524,Ashington,GB,50.9331,-0.3909,59.29,77,0,16.11,clear sky
525,Changli,CN,39.7042,119.1506,51.1,41,0,3.78,clear sky
526,Ola,RU,59.5833,151.2833,35.15,100,100,7.05,snow
527,Prince Rupert,CA,54.3161,-130.3201,50.09,64,0,16.11,clear sky
528,Kulaman,PH,6.4594,124.0892,78.4,83,96,3.0,light rain
529,Orizona,BR,-17.0314,-48.2958,76.77,48,100,3.69,overcast clouds
530,Srandakan,ID,-7.9386,110.2506,79.66,87,90,4.16,overcast clouds
531,Thanh Hoa,VN,19.8,105.7667,76.42,98,100,3.62,overcast clouds
532,Ifakara,TZ,-8.1333,36.6833,72.43,77,66,1.68,broken clouds
533,Caborca,MX,30.5838,-111.101,92.97,3,7,9.69,clear sky
534,Moanda,GA,-1.5575,13.2178,74.34,93,97,3.0,overcast clouds
535,Ilebo,CD,-4.3167,20.5833,75.4,76,11,1.05,few clouds
536,Yelets,RU,52.6237,38.5017,47.98,83,18,9.89,few clouds
537,Tura,IN,25.5198,90.2201,71.35,97,31,7.72,scattered clouds
538,Kwekwe,ZW,-18.9281,29.8149,58.73,63,2,6.8,clear sky
539,Velasco Ibarra,EC,-1.05,-79.6167,81.95,75,90,5.84,light rain
540,Villamontes,BO,-21.25,-63.5,87.94,36,24,5.06,few clouds
541,Sao Joao Da Barra,BR,-21.6403,-41.0511,78.89,72,99,11.36,overcast clouds
542,Fiumicino,IT,41.7675,12.2291,69.35,74,0,5.75,clear sky
543,Akyab,MM,20.15,92.9,82.54,80,7,7.36,clear sky
544,Muroto,JP,33.2833,134.15,69.58,92,100,7.96,overcast clouds
545,Leh,IN,34.1667,77.5833,46.92,49,6,5.37,clear sky
546,Vallenar,CL,-28.5708,-70.7581,75.06,27,0,7.76,clear sky
547,Zenzeli,RU,45.9241,47.0474,64.92,59,44,14.16,scattered clouds
548,Burnie,AU,-41.0667,145.9167,59.94,94,100,12.39,light rain
549,Sorong,ID,-0.8833,131.25,78.93,86,100,0.49,moderate rain
550,Maputo,MZ,-25.9653,32.5892,73.22,90,0,8.05,clear sky
551,Vikulovo,RU,56.8167,70.6107,55.53,65,77,6.46,broken clouds
552,Benemerito De Las Americas,MX,16.5167,-90.6439,94.62,35,90,3.51,overcast clouds
553,Shinyanga,TZ,-3.6667,33.4333,72.9,65,92,4.34,overcast clouds
554,Kusa,RU,55.3383,59.4406,42.98,91,95,2.66,overcast clouds
555,Mitu,CO,1.1983,-70.1733,84.13,80,60,0.89,broken clouds
556,Vaitape,PF,-16.5167,-151.75,81.66,69,8,18.45,clear sky
557,Fairview,US,40.8126,-73.999,76.6,74,100,12.66,overcast clouds
558,Holbeach,GB,52.804,0.0144,64.6,79,88,9.91,overcast clouds
559,Zyryanka,RU,65.75,150.85,37.47,75,87,6.89,overcast clouds
560,Ust-Kuyga,RU,70.0167,135.6,3.63,95,40,1.74,scattered clouds
561,Kushima,JP,31.4583,131.2333,68.63,96,100,6.26,light rain
562,Shingu,JP,33.7333,135.9833,70.23,97,100,9.69,light rain
563,Bonnyville,CA,54.2668,-110.735,64.2,50,100,14.16,overcast clouds
564,Ada,US,43.4166,-116.1262,58.33,46,20,11.5,few clouds
565,Kyela,TZ,-9.5833,33.85,67.68,86,58,3.51,broken clouds
566,Sobolevo,RU,54.4299,31.8996,44.44,90,69,7.92,broken clouds
567,Grand Gaube,MU,-20.0064,57.6608,73.8,77,38,1.99,scattered clouds
568,Mawlaik,MM,23.6333,94.4167,76.33,94,80,1.23,broken clouds
569,Tefe,BR,-3.3542,-64.7114,86.11,74,40,4.61,scattered clouds
570,Ostrovnoy,RU,68.0531,39.5131,40.1,92,100,5.88,overcast clouds
571,Atocha,BO,-20.9333,-66.2333,51.35,7,0,24.14,clear sky
572,Cap-Aux-Meules,CA,47.3821,-61.8597,57.25,35,100,13.8,overcast clouds
573,Iquique,CL,-20.2208,-70.1431,66.24,69,18,7.76,few clouds
574,Wolbrom,PL,50.3796,19.7583,61.68,91,76,8.37,broken clouds
575,Savonlinna,FI,61.8699,28.88,46.45,71,0,4.61,clear sky
576,Saint-Joseph,RE,-21.3667,55.6167,66.58,68,1,5.93,clear sky
577,Walvis Bay,NA,-22.9575,14.5053,58.15,77,0,4.61,clear sky
578,Port-Gentil,GA,-0.7193,8.7815,82.36,83,40,9.22,thunderstorm
579,Benghazi,LY,32.1167,20.0667,65.5,74,0,11.7,clear sky
580,Port Moresby,PG,-9.4431,147.1797,72.82,100,20,5.75,few clouds
581,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.95,62,60,3.69,broken clouds
582,Avdiyivka,UA,48.1399,37.7426,56.21,74,87,3.2,overcast clouds
583,Bereda,ES,43.2686,-7.5406,62.42,96,87,3.74,overcast clouds
584,Nizhnyaya Omka,RU,55.4338,74.9426,57.97,43,99,8.81,overcast clouds
585,Madingou,CG,-4.1536,13.55,75.83,90,86,0.87,light rain
586,Aanekoski,FI,62.6946,25.818,48.27,68,18,4.92,few clouds
587,Huanuco,PE,-9.9329,-76.2415,74.01,62,46,9.1,scattered clouds
588,Olinda,BR,-8.0089,-34.8553,83.93,74,20,5.75,few clouds
589,Troitskoye,RU,52.9821,84.6757,59.04,39,0,2.89,clear sky
590,Mehamn,NO,71.0357,27.8492,35.51,82,100,18.34,overcast clouds
591,Mombaca,BR,-5.7431,-39.6275,76.55,89,41,2.66,scattered clouds
592,Ust-Maya,RU,60.4167,134.5333,34.32,96,100,5.32,light snow
593,Srednekolymsk,RU,67.45,153.6833,35.55,81,79,1.77,broken clouds
594,La Sarre,CA,48.8002,-79.1996,82.47,46,78,8.99,light rain
595,Werda,BW,-25.2667,23.2833,65.59,26,0,3.15,clear sky
596,Wundanyi,KE,-3.4019,38.364,59.85,92,42,5.57,scattered clouds
597,Palizada,MX,18.25,-92.0833,100.26,26,3,0.56,clear sky
598,Upata,VE,8.0086,-62.3989,86.2,56,98,6.96,overcast clouds
599,Sisimiut,GL,66.9395,-53.6735,25.7,73,100,9.69,overcast clouds
600,Argelia,CO,2.2556,-77.2488,73.45,87,75,1.61,moderate rain
601,Yambio,SS,4.5721,28.3955,72.0,76,60,2.91,broken clouds
602,Fochabers,GB,57.6136,-3.0957,55.04,61,75,19.57,broken clouds
603,Sorata,BO,-15.7667,-68.6333,51.85,77,44,7.92,scattered clouds
604,Vulcan,RO,45.3833,23.2667,56.37,93,99,3.0,overcast clouds
605,Piney Green,US,34.716,-77.3202,80.02,69,75,13.8,broken clouds
606,Oudtshoorn,ZA,-33.5907,22.2014,53.96,88,62,2.3,broken clouds
607,Soligalich,RU,59.0778,42.2864,44.46,95,100,11.34,moderate rain
608,Colac,AU,-38.3333,143.5833,58.17,80,100,10.27,light rain
609,Panalingaan,PH,8.7842,117.4231,78.64,85,98,2.66,overcast clouds
610,Douentza,ML,14.9951,-2.9517,93.96,7,30,5.48,scattered clouds
611,Sucua,EC,-2.4667,-78.1667,77.74,69,40,5.75,moderate rain
612,Ventspils,LV,57.3894,21.5606,46.33,93,0,10.36,clear sky
613,Bonthe,SL,7.5264,-12.505,80.8,84,99,8.66,light rain
614,Dubbo,AU,-32.25,148.6167,62.73,94,100,5.75,overcast clouds
615,Magaria,NE,12.9983,8.9099,91.96,9,7,9.86,clear sky
616,Halden,NO,59.1226,11.3871,50.63,81,96,14.16,moderate rain
617,Tazovskiy,RU,67.4667,78.7,35.17,95,100,6.31,overcast clouds
618,Charlotte,US,35.2271,-80.8431,77.79,74,75,8.05,broken clouds
619,Taoudenni,ML,22.6783,-3.9836,92.08,9,78,12.39,broken clouds
620,Monroe,US,43.1501,-77.6831,84.42,64,40,10.36,scattered clouds
621,Black River,JM,18.0264,-77.8487,81.27,68,100,16.75,overcast clouds
622,Hobyo,SO,5.3505,48.5268,81.73,81,99,28.52,overcast clouds
623,Coquimbo,CL,-29.9533,-71.3436,60.53,72,40,12.66,scattered clouds
624,Saint-Pierre,RE,-21.3393,55.4781,68.92,68,0,6.91,clear sky
625,Mogadishu,SO,2.0371,45.3438,81.09,84,85,15.12,overcast clouds
626,Oranjemund,NA,-28.55,16.4333,55.11,91,100,10.27,overcast clouds
627,Boulder,US,40.0833,-105.3505,70.95,15,0,16.11,clear sky
628,Buta,CD,2.7858,24.73,68.49,97,100,0.56,overcast clouds
629,Marechal Candido Rondon,BR,-24.5561,-54.0567,69.17,73,0,3.91,clear sky
630,Kiunga,PG,-6.1219,141.2906,72.72,100,70,0.67,broken clouds
631,Agadir,MA,30.4202,-9.5982,70.25,63,91,6.58,overcast clouds
632,Awjilah,LY,29.1081,21.2869,71.31,52,9,18.99,clear sky
633,Negotin,RS,44.2264,22.5308,66.45,74,21,4.99,few clouds
634,Celestun,MX,20.8667,-90.4,82.76,54,0,12.64,clear sky
635,Teya,RU,60.3778,92.6267,39.09,94,11,2.8,few clouds
636,Aklavik,CA,68.2191,-135.0107,32.0,80,100,16.11,light snow
637,Castrillon,ES,43.3979,-6.7922,58.78,96,92,2.1,overcast clouds
638,La Rioja,ES,42.25,-2.5,65.98,77,20,4.52,few clouds
639,Gumdag,TM,39.2061,54.5906,66.22,59,85,5.99,overcast clouds
640,Chabahar,IR,25.2919,60.643,84.06,69,0,8.97,clear sky
641,Anadyr,RU,64.75,177.4833,41.5,65,0,13.42,clear sky
642,Dubuque,US,42.4833,-90.8668,90.05,37,0,13.8,clear sky
643,Ballangen,NO,68.3428,16.8315,43.02,87,75,3.44,broken clouds
644,Mutuipe,BR,-13.2286,-39.5047,76.69,74,68,6.29,broken clouds
645,Ottawa,CA,45.4112,-75.6981,87.67,40,75,12.66,broken clouds
646,Moerai,PF,-22.4333,-151.3333,80.26,79,79,16.98,broken clouds
647,Butajira,ET,8.1167,38.3667,65.75,42,34,8.46,scattered clouds
648,Mahajanga,MG,-15.7167,46.3167,75.22,83,0,3.44,clear sky
649,Bourail,NC,-21.5667,165.4833,70.61,72,100,8.86,overcast clouds
650,Mount Pleasant,US,32.7941,-79.8626,75.34,87,0,11.5,mist
651,Nieves,PH,15.3274,120.9485,81.91,84,69,3.02,broken clouds
652,Malanje,AO,-9.5402,16.341,71.47,64,91,2.62,overcast clouds
653,Cienaga De Oro,CO,8.8744,-75.6203,87.55,90,100,7.0,overcast clouds
654,Hovd,MN,48.0056,91.6419,47.37,34,0,2.24,clear sky
655,Seryshevo,RU,51.0933,128.3786,38.68,85,100,5.35,overcast clouds
656,Krosno,PL,49.6887,21.7706,59.47,100,86,9.8,light rain
657,Sandnessjoen,NO,66.0217,12.6316,43.65,87,75,16.11,moderate rain
658,Malmesbury,ZA,-33.4608,18.7271,51.75,83,31,0.78,scattered clouds
659,Tromso,NO,69.6496,18.957,41.38,75,75,4.61,broken clouds
660,Hambantota,LK,6.1241,81.1185,79.61,87,97,17.49,light rain
661,Port Shepstone,ZA,-30.7414,30.455,66.56,80,83,4.32,broken clouds
662,Odweyne,SO,9.4092,45.064,81.18,19,48,10.0,scattered clouds
663,Huaihua,CN,27.5494,109.9592,61.97,94,100,3.83,overcast clouds
664,Kuala Terengganu,MY,5.3302,103.1408,80.55,94,20,3.44,few clouds
665,Honiara,SB,-9.4333,159.95,77.79,85,36,2.62,scattered clouds
666,Xining,CN,36.6167,101.7667,37.27,91,100,3.04,light rain
667,Tahoua,NE,14.8888,5.2692,92.01,15,0,2.75,clear sky
668,San Miguel,SV,13.4833,-88.1833,98.38,26,83,0.34,broken clouds
669,Tchollire,CM,8.4022,14.1698,78.69,70,100,10.71,light rain
670,Muskegon,US,43.3,-86.1334,86.59,30,75,12.66,broken clouds
671,Lompoc,US,34.6391,-120.4579,93.78,17,0,11.99,clear sky
672,Sebastian,US,35.1668,-94.2669,88.09,55,100,5.5,overcast clouds
673,Bulgan,MN,48.8125,103.5347,40.96,45,29,1.32,scattered clouds
674,Kabo,CF,7.6994,18.629,75.11,82,63,3.71,moderate rain
675,Belaya Gora,RU,68.5333,146.4167,20.5,78,100,14.99,overcast clouds
676,Severo-Yeniseyskiy,RU,60.3725,93.0408,36.19,93,12,3.94,few clouds
677,Bella Union,UY,-30.2752,-57.6007,64.71,73,100,5.99,overcast clouds
678,Thai Nguyen,VN,21.5928,105.8442,73.18,95,100,2.48,overcast clouds
679,Taltal,CL,-25.4,-70.4833,63.82,70,23,5.28,few clouds
680,Opuwo,NA,-18.0607,13.84,65.7,26,0,3.44,clear sky
681,Sing Buri,TH,14.85,100.2333,84.09,73,97,6.35,light rain
682,Manitouwadge,CA,49.1215,-85.8403,80.11,52,13,10.96,few clouds
683,Aliwal North,ZA,-30.6937,26.7114,54.0,38,6,3.96,clear sky
684,Aksu,CN,41.1231,80.2644,62.6,51,100,5.77,overcast clouds
685,Oban,GB,56.4127,-5.4706,50.38,91,83,9.01,broken clouds
686,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,76,100,13.8,overcast clouds
687,Gladstone,AU,-23.85,151.25,66.13,88,20,4.61,few clouds
688,Mount Juliet,US,36.2001,-86.5186,87.69,43,75,5.75,broken clouds
689,At-Bashi,KG,41.1702,75.8106,54.3,54,71,4.23,broken clouds
690,Tateyama,JP,34.9833,139.8667,70.11,88,75,10.36,light intensity shower rain
691,Bundaberg,AU,-24.85,152.35,68.29,99,40,3.44,scattered clouds
692,Pavilosta,LV,56.8879,21.1859,48.11,93,28,11.41,scattered clouds
693,Huambo,AO,-12.7761,15.7392,63.1,55,62,3.2,broken clouds
694,Nedjo,ET,9.5046,35.5019,62.6,84,15,3.33,few clouds
695,Viedma,AR,-40.8135,-62.9967,56.26,42,8,16.31,clear sky
696,Manyana,BW,-23.4,21.7167,62.85,28,4,2.95,clear sky
697,Gat,IL,31.61,34.7642,79.39,21,1,7.61,clear sky
698,Mackay,AU,-21.15,149.2,70.68,87,5,5.39,clear sky
699,Vestmannaeyjar,IS,63.4427,-20.2734,45.59,45,20,9.22,few clouds
700,Manggar,ID,-2.8833,108.2667,80.2,78,100,1.97,overcast clouds
